id,clip_filename,duration,reviewed_sheng_transcript,original_asr_transcript,audio_filepath,source_origin
sheng_rev_0268,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00046.wav,7.88,Nili apkaivi. Nihapata schedule ni nasemali otuna kimbia. 20 km kwa milima.,Nili apkaivi. Nihapata schedule ni nasemali otuna kimbia. 20 km kwa milima.,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00046.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0269,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00048.wav,13.78,"Kila mtua na kimbiya palim, baka ma sho, ali kwa me kam ku visit kamp, wana na kimbiya. Tukanda siku na breakfasteitu hevi apu, zemo weke kabzi ya kutosha kumili, then off went.","Kila mtua na kimbiya palim, baka ma sho sho, ali kwa me kam ku visit kamp, wana na kimbiya. Tukanda siku na breakfasteitu hevi apu, zemo weke kabzi ya kutosha kumili, then off we went.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00048.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0270,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00051.wav,10.39,Awa li enda 20 na wagakujwa wakani pita infat kuna shodzapa wakitu pita Fiuu Hei mazea watu sujuwa na operator,"Awa li enda 20 na wagakujwa wakani pita infat kuna shodzapa wakitu pita Fiuu, Fiuu Hei, hei mazea watu sujuwa na operator",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00051.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0271,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00052.wav,12.13,"So, tukapiga yora niye tu, ya 20 kilometraza, awa kapiga 20, mi ni kapiga zile nili piga. Then, tukarudi palimta, ukisha tukamani ni kamaiso lazima.","So, tukapiga yora niye tu, ya 20 kilometraza, awa kapiga 20, mi ni kapiga zile nili piga. Then, tukarudi palimta, ukisha tukamani ni kamaiso lazima.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00052.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0272,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00053.wav,11.55,"Ustetch stetch misuli ki dogo, adawa isu toku wa kwa tabu saan na wewe the following day. So toke ingi aftanun pali mayoga ni, e mna piga mayoga apo, ane kama musici zingine apo.","Ustetch stetch misuli ki dogo, adawa isu toku wa kwa tabu saan na wewe the following day. So toke ingi aftanun pali mayoga ni ni ni, e mna piga mayoga apo, ane kama musici zingine apo.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00053.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0273,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00054.wav,12.93,Akuna beats nima video tuzuna liyan din,Akuna beats nima video tuzuna liyan din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din din,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00054.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0274,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00055.wav,13.37,"Watu wa kule sasawa hindi wa pumuzik. Again, wale maatili tuitu kutoka kenya, hani wa tuku na aasatene type of food wa mezo ya kukula. Uki henda uku wanzeku wa patiya, sidwee cheese na sidwee...","Watu wa kule sasawa hindi wa pumuzik. Again, wale maatili tuitu kutoka kenya, hani wa tuku na aasatene type of food wa mezo ya kukula. Uki henda uku wanzeku wa patiya, sidwee cheese na sidwee...",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00055.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0275,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00056.wav,12.83,"Nivo, umeliza. So hama jamao nitu kagapo amediyami. wakona.","Nivo, umeliza. So hama jamao nitu kagapo amediyami. wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona wakona.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00056.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0276,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00057.wav,11.63,"So paleduna ingiyatuna pata eh, niku nye spinning palen, niku pika tu utuna pika masembeze tu apu nini, kumenaka na nini paleduna fanya mamboitu, eh, then tuna enda tuna dishi.","So paleduna ingiyatuna pata eh, niku nye spinning palen, niku pika tu utuna pika masembeze tu apu nini nini, kumenaka na nini paleduna fanya mamboitu, eh, then tuna enda tuna dishi.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00057.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0277,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00058.wav,13.85,"Tuxa Dishi. Sinikwenda Kutuliye Sasa. The following day, tuna piga activities ingine. So yo siku hi kaisha. The following day, tuka piga half day. So siku hi liyanzana breakfast kama kawahida.","Tuxa Dishi. Sinikwenda Kutuliye Sasa. The following day, tuna piga activities ingine. So yo siku hi kaisha. The following day, tuka piga half day. So siku hi liyanzana breakfast kama kawahida.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00058.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0278,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00060.wav,10.15,"Na kuna kwa gana race bigia pwene toa CLZ NAL race, ina kwa gataari. So aw mabu yuwe tu, nazima kwanzao angibrifi yuwa jo yuwa Upcoming Race, which is 2 days from EC kuhu.","Na kuna kwa gana race bigia pwene toa CLZ NAL race, ina kwa gataari. So aw mabu yuwe tu, nazima kwanzao angibrifi yuwa jo yuwa Upcoming Race, which is 2 days from EC kuhu.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00060.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0279,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00061.wav,12.55,"Eee so waka ungele sho apo na Tomas apo, nia yun dena kogabusi palia na elewa imambu yambi umbali. Dena after apo tuka ingia zoezi tena. Mina kumbi uko zoezi nidei li.","Eee so waka ungele sho ungele sho apo na Tomas apo, nia yun dena kogabusi palia na elewa imambu yambi umbali. Dena after apo tuka ingia zoezi tena. Mina kumbi uko zoezi nidei li.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00061.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0280,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00063.wav,11.89,Una sprint. Ii inaku nini endurance na speed. Bilei zimi lima ziko wame pigama zigzag. Kwa izo mi lima?,Una sprint. Ii inaku nini endurance na speed. Bilei zimi lima ziko wame pigama zigzag. Kwa izo mi lima?,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00063.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0281,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00064.wav,12.81,"Una tokam biyoju, waa full speed. Then ingine, una shuka ok relax pole. Then, rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr","Una tokam biyoju, waa full speed. Then ingine, una shuka ok relax pole pole pole pole pole pole. Then, rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00064.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0282,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00065.wav,11.24,"Kupigeizo 1, 2, 3 iyoni 1 round. Unafa wupige as many rounds as possible in 10 minutes.","Kupigeizo 1, 2, 3 iyoni 1 round. Unafa wupige as many rounds as possible in 10 minutes.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00065.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0283,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00066.wav,6.77,"Niki kwa mbibu inakagitu raezias, ini ten minutes too.","Niki kwa mbibu inakagitu raezias, ini ten minutes too.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00066.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0284,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00068.wav,12.53,"Eniwe, tukapigahilu wakiyatu, tukamaliza, ikakwa sasa idai mefika, kila mutu hende akule shawa, kama mutu aneza umahuma kitua ume, tuni hengi akuma gare, sasa tunataka kutoka yo Ostria, tupige safari.","Eniwe, tukapigahilu wakiyatu, tukamaliza, ikakwa sasa idai mefika, kila mutu hende akule shawa, kama mutu aneza umahuma kitua ume, tuni hengi akuma gare, sasa tunataka kutoka yo Ostria, tupige safari.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00068.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0285,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00069.wav,13.85,"Ya 10 hours by road. Kuru diwapi, Switzerland. Malipanitwa, C.A.R. So tuka hengia kwa magaharim tiyangu. Sasa niku katabara-bara. Toka yo village yakals pita out through liens.","Ya 10 hours by road. Kuru diwapi, Switzerland. Malipanitwa, C.A.R. So tuka hengia kwa magaharim tiyangu. Sasa niku katabara-bara. Toka yo village yakals pita out through liens.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00069.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0286,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00070.wav,13.02,Einda. Fika kwa boda austria na itali. Hachana na austria ingia itali. Piga masakibawa po. Einda mbakaro ili sitiawe ni tu milan. Pita milan. Einda.,Einda. Fika kwa boda austria na itali. Hachana na austria ingia itali. Piga masakibawa po. Einda mbakaro ili sitiawe ni tu milan. Pita milan. Einda.,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00070.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0287,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00071.wav,11.47,Malizana na itali. Uko karibuna kuna leki aflani na itwa something major animesa hau. Uksya pita kidogo sasa una Malizana na itali. Una hengia. Suitsala.,Malizana na itali. Uko karibuna kuna leki aflani na itwa something major animesa hau. Uksya pita kidogo sasa una Malizana na itali. Una hengia. Suitsala.,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00071.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0288,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00074.wav,13.2,"Maka kukobarabara ono awetuzinal maze pichiake kukobarabara. Unum kenyatuflani wa apa nyamira. Eni, yei alia patatua kona talentu yambi wa kanza kukimbia. Sayi Europe niwa wa namdi.","Maka kukobarabara ono awetuzinal maze pichiake kukobarabara. Unum kenyatuflani wa apa nyamira. Eni, yei alia patatua kona talentu yambi wa kanza kukimbia. Sayi Europe niwa wa namdi.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00074.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0289,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00075.wav,13.8,"Nye ma zeya ni. So tukanda tukafika zinal, yo by the time tu nafika ilikuwa ni Thas de Ussiku. Friday ilikuwa na activities. Eee, so lazima wa tuwa nge rest ni tuwa Friday tuwa miki e activity.","Nye ma zeya ni. So tukanda tukafika zinal, yo by the time tu nafika ilikuwa ni Thas de Ussiku. Friday ilikuwa na activities. Eee, so lazima wa tuwa nge rest ni nini ni tuwa Friday tuwa miki e activity.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00075.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0290,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00076.wav,13.68,"So Friday, after breakfast activity at Kwanzaa, ilikuwa ni ka interview. Awa sewa na pegagwa ma interviews ni before race, una filage, ukuna plans gani re.","So Friday, after breakfast activity at Kwanzaa, ilikuwa ni ka interview. Awa sewa na pegagwa ma interviews ni ni before race, una filage, ukuna plans gani re.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00076.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0291,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00078.wav,8.34,"So, yo kitu sayiwal dina ta kwi kaliya deadly, so, before every rest lasima kukuna semina anti-doping, na! Randomly!","So, yo kitu sayiwal dina ta kwi kaliya deadly, so, before every rest lasima kukuna semina anti-doping, na! Randomly!",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00078.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0292,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00079.wav,12.0,"Kunatuma ofisa wa anti doping wa na toke aga randomili, muna chukuli wa tuni athili, kujeni, apa nyinyu wa nye muna kimia, kujya, kujen, ende, susu, fasta, wa na kota samples, ende na pimoa, randomili.","Kunatuma ofisa wa anti doping wa na toke aga randomili, muna chukuli wa tuni athili, kujeni, kujeni, apa nyinyu wa nye muna kimia, kujya, kujen, ende, susu, fasta, wa na kota samples, ende na pimoa, randomili.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00079.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0293,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00080.wav,12.76,"Endiwa wa traiku kabi storia ni. So anyway, at litwetwa wakapiga seminawewa wa anti-doping bifiti, then wakatoka. After anti-doping, kuli kuna wa toiwa me kam, kuna master.","Endiwa wa traiku kabi storia ni ni. So anyway, at litwetwa wakapiga seminawewa wa anti-doping bifiti, then wakatoka. After anti-doping, kuli kuna wa toiwa me kam, kuna master.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00080.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0294,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00081.wav,8.52,"Watotu wa Zungu, Wame Toka, Makua, Wame Letru, Nawazazi, Wakujiwa One Masta, Filemoon, Patrick.","Watotu wa Zungu, Wame Toka, Makua, Wame Letru, Nawazazi, Wakujiwa One Masta, Filemoon, Patrick.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00081.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0295,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00082.wav,10.58,"Eh saholi awase watua Kenyansuaran pigeza wa nimasta wuko. Watu yo na kam mazewe wa na itisha maotografu ko nini, akinafilemon wakam wakupiga nao.","Eh saholi awase watua Kenyansuaran pigeza wa nimasta wuko. Watu yo na kam mazewe wa na itisha maotografu ko nini, akinafilemon wakam wakupiga nao.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00082.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0296,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00083.wav,12.18,"Zwezi, Mbiyo ki asti apo, uno na biliwato yo ame furai, jo anas kia fiti. Nasi no maze kwa nitu kodunia, gani wa lai. Ase niwa, ase niya tari.","Zwezi, Zwezi, Mbiyo, Mbiyo ki asti apo, uno na biliwato yo ame furai, jo anas kia fiti. Nasi no maze kwa nitu kodunia, gani wa lai. Ase niwa, ase niya tari.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00083.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0297,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00084.wav,13.47,"Yani, uazia yata piga story dek kambili na filemon. Asha rufi wibutu, hey, filemon, can I have a photograph? Ile maisha naisingia pa Kenyan diyo filemon naisi Europe. Hey, weh.","Yani, uazia yata piga story dek kambili na filemon. Asha rufi wibutu, hey, filemon, can I have a photograph? Ile maisha naisingia pa Kenyan diyo filemon na naisi Europe. Hey, weh.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00084.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0298,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00085.wav,13.6,"Enimi, wakafanya mambo na watoto wakaskia fiti, dey ni kakwa sasa tu nanda the next order of business amba ili kuwa the official unveiling of the athletes palesiaire city na kuhu patiwa ni, they are big numbers.","Enimi, wakafanya mambo na watoto, watoto wakaskia fiti, dey ni kakwa sasa tu nanda the next order of business amba ili kuwa the official unveiling of the athletes palesiaire city na kuhu patiwa ni ni, they are big numbers.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00085.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0299,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00086.wav,12.1,"Iyo nihafla. Wana enda ta'o uko kwa ta'o yi mefungwa street. Wama set up stage uko. Athletes wana ituobana, wana kuja kila mtuna bendera kipeperusha.","Iyo nihafla. Wana enda ta'o uko kwa ta'o yi mefungwa street. Wama set up stage uko. Athletes wana ituobana, wana kuja kila mtuna bendera kipeperusha.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00086.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0300,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00087.wav,12.17,"Ana nda palikwa stage maze utawina piga nuru ko deadly, denu na patiwa nambayako, bib nambayako ya kukimbi ya kesho. Eyi! Mili kwa na unaiki tukamuvi walae. Eyi, itu na nili gudu better.","Ana nda palikwa stage maze utawina piga nuru ko deadly, denu na patiwa nambayako, bib nambayako ya kukimbi ya kesho. Eyi! Mili kwa na unaiki tukamuvi walae. Eyi, itu na nili gudu better.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00087.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0301,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00088.wav,12.57,"Ah, we need to do better. At what you think, ya wa tukama master. Na wa seni master. Eh, we imagine when you talk globally. Globerly. Na tu na pite na tu na ekwa streetapa, ya ni yata atushuguli kiaapa.","Ah, we need to do better. At what you think, ya wa tukama master. Na wa seni master. Eh, we imagine when you talk globally. Globerly. Na tu na pite na tu na ekwa streetapa, ya ni yata atushuguli kiaapa.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00088.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0302,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00089.wav,12.9,"So, after the official unveiling of the athletes, tuka chukwa ma Superstar Wetu, tuka Rudinao, kutoka apasir, chinikwa vali, back to the heel tuko zinal. Waende wa lale, sababu, the following day.","So, after the official unveiling of the athletes, tuka chukwa ma Superstar Wetu, tuka Rudinao, kutoka apasir, chinikwa vali, back to the heel tuko zinal. Waende wa lale, sababu, the following day.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00089.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0303,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00090.wav,13.67,"Saturday, 8th of August, was a big day. Pale vidyana wali kuwana kibarua bana. Wanataka kuminyana na yom lima yasi yersinal. Kilometre 31, 2,000 meters elevation. Mtu yungu.","Saturday, 8th of August, was a big day. Pale vidyana wali kuwana kibarua bana. Wanataka kuminyana na yom lima yasi yersinal. Kilometre 31, 2,000 meters elevation. Mtu yungu.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00090.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0304,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00093.wav,9.58,"So, after breakfast, wakapigwa mawa hida zamusho-musho pale, to interviews do-go-to-do-go apo, then wakanda wakenge kwa, the official bust.","So, after breakfast, wakapigwa mawa hida zamusho-musho pale, to interviews do-do-go-to-do-go apo, then wakanda wakenge kwa, the official bust.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00093.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
sheng_rev_0305,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00094.wav,13.15,"Kwa shuki shatena kutoka zinalm back to sea air, sababa starting point nisi air, munapanda zinalm. Wakanda waka fikishu a place, wasewa gawana, wana party opportunity a kupigat warm-ups, nininini uko.","Kwa shuki shatena kutoka zinalm back to sea air, sababa starting point nisi air, munapanda zinalm. Wakanda waka fikishu a place, wasewa gawana, wana party opportunity a kupigat warm-ups, nininini uko.",/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00094.wav,gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk
