id,audio_filepath,duration,clean_sheng_text,normalized_text,language
sheng_clip_00292,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00001.wav,14.47,iko na crackdown and they're saying that inaitwa indecent dressing so now you see how in kenya tunaeza enda maconcert hizi maconcert zetu mayouth concerts kama hii weekend imepita kulikua na woza kulikua na events zingine pia zinahappen,iko na crackdown and they're saying that inaitwa indecent dressing so now you see how in kenya tunaeza enda maconcert hizi maconcert zetu mayouth concerts kama hii weekend imepita kulikua na woza kulikua na events zingine pia zinahappen,sw-KE
sheng_clip_00293,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00002.wav,4.98,and pale manze ukiangalianga venye wasee hudress unaendanga kudress kuparty unajua,and pale manze ukiangalianga venye wasee hudress unaendanga kudress kuparty unajua,sw-KE
sheng_clip_00294,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00003.wav,12.33,ukae fiti unanukia fiti na unadance pia comfortably and most of the time utapata pia skirts nazo hazikuangi zimepita chini ya magoti zinakuanga zimechezea huko juu na hizo vitu zote and now in rwanda,ukae fiti unanukia fiti na unadance pia comfortably and most of the time utapata pia skirts nazo hazikuangi zimepita chini ya magoti zinakuanga zimechezea huko juu na hizo vitu zote and now in rwanda,sw-KE
sheng_clip_00296,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00005.wav,13.65,and wanasema manze for the public its not really really good because recently there has been a major concert actually featuring diamond so diamond alienda pale and now the craziest thing is madem wakitoka kwa event,and wanasema manze for the public its not really really good because recently there has been a major concert actually featuring diamond so diamond alienda pale and now the craziest thing is madem wakitoka kwa event,sw-KE
sheng_clip_00297,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00006.wav,12.93,hapo tu kwa entrance makarao walikua pale na wakaarrest walikua wanakuangalia kaa umedunga skirt fupi wanakuarrest kaa umedunga mafishnet wanakuarrest wanasema hizi outfits manze ni shameful ni indecent,hapo tu kwa entrance makarao walikua pale na wakaarrest walikua wanakuangalia kaa umedunga skirt fupi wanakuarrest kaa umedunga mafishnet wanakuarrest wanasema hizi outfits manze ni shameful ni indecent,sw-KE
sheng_clip_00298,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00007.wav,5.89,so imekua tena ni a very very big story and it got me thinking if this was actually brought,so imekua tena ni a very very big story and it got me thinking if this was actually brought,sw-KE
sheng_clip_00300,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0014/Sheng0014_00009.wav,5.21,could be implemented in kenya or rather do you think it could work in kenya ikiimplementiwa,could be implemented in kenya or rather do you think it could work in kenya ikiimplementiwa,sw-KE
sheng_clip_00302,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00000.wav,10.05,na watu wanakuja etihad jue tu pale sahi hakuna kucheka cheka manze as a city fan unasema tu man eh mungu bariki sasa wengine mambo yetu sasa imeiva mbaya sana,na watu wanakuja etihad jue tu pale sahi hakuna kucheka cheka manze as a city fan unasema tu man eh mungu bariki sasa wengine mambo yetu sasa imeiva mbaya sana,sw-KE
sheng_clip_00304,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00002.wav,12.47,at atletico so hii ni ile ni noma man so but when you think about it yesterday a record breaking of course 125 million kwanza ilikuwa noma tu sana manchester city signing,at atletico so hii ni ile ni noma man so but when you think about it yesterday a record breaking of course 125 million kwanza ilikuwa noma tu sana manchester city signing,sw-KE
sheng_clip_00306,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00004.wav,13.02,and manze i know so many people are like ey city is actually buying the link not really man hii hapa ni ile yenye unaangalia unasema the deadline window was imeisha jana and now chelsea fans are actually really really furious,and manze i know so many people are like ey city is actually buying the link not really man hii hapa ni ile yenye unaangalia unasema the deadline window was imeisha jana and now chelsea fans are actually really really furious,sw-KE
sheng_clip_00307,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00005.wav,12.65,so this squad actually i can confidently say that manchester city is actually winning the league so kama mnafikiria otherwise sijui unaona nini because there is now iliman ndiaye hii squad sahi imeiva mbaya sana tuko na iliman ndiaye,so this squad actually i can confidently say that manchester city is actually winning the league so kama mnafikiria otherwise sijui unaona nini because there is now iliman ndiaye hii squad sahi imeiva mbaya sana tuko na iliman ndiaye,sw-KE
sheng_clip_00309,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0015/Sheng0015_00007.wav,12.08,mambo ya asian sahi hata usijaribu kuunderstand because ni noma sana so big up to everyone mwenye alikua in outside now kila mtu ako na reinforcements zake kila mtu ashinde game zake,mambo ya asian sahi hata usijaribu kuunderstand because ni noma sana so big up to everyone mwenye alikua in outside now kila mtu ako na reinforcements zake kila mtu ashinde game zake,sw-KE
sheng_clip_00313,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0016/Sheng0016_00001.wav,13.39,while on a broke budget unaona hii wiki in this office hakuna msee atabeba lunch everybody will be ordering kfc chicken in pizza in sijui nini why coz its paid,while on a broke budget unaona hii wiki in this office hakuna msee atabeba lunch everybody will be ordering kfc chicken in pizza in sijui nini why coz its paid,sw-KE
sheng_clip_00397,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00035.wav,13.64,mito ni safia ni maglaciaa zinamelt tu uko juu so iyo maji inashuka chini yani ni safi mpaka inaka kioo bana awa waese wamechonga iyo maskani yao deadly,mito ni safia ni maglaciaa zinamelt tu uko juu so iyo maji inashuka chini yani ni safi mpaka inaka kioo bana awa waese wamechonga iyo maskani yao deadly,sw-KE
sheng_clip_00398,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00036.wav,13.42,so tukaenda tukafika place inaitwa innsbruck iyo ni austria so kutoka ziurik switzerland mpaka innsbruck austria ni four hours tukashuka tukachuka basi so basi kutoka innsbruck baka ele place tulikua tunaenda lienz ni another 3 hours,so tukaenda tukafika place inaitwa innsbruck iyo ni austria so kutoka ziurik switzerland mpaka innsbruck austria ni four hours tukashuka tukachuka basi so basi kutoka innsbruck baka ele place tulikua tunaenda lienz ni another 3 hours,sw-KE
sheng_clip_00400,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00038.wav,13.57,na tukaingiwa kwa gari yake na tukaanza safari ya kwa panda milima pina na washo uko ni mili matupu tuka pandamili mpaka kwa village iko uko juu inaitwa kals eeeeh iko mahali uko then imezungukwa na,na tukaingiwa kwa gari yake na tukaanza safari ya kwa panda milima pina na washo uko ni mili matupu tuka pandamili mpaka kwa village iko uko juu inaitwa kals eeeeh iko mahali uko then imezungukwa na,sw-KE
sheng_clip_00401,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00039.wav,6.89,mountains so tukaenda tukaingi ya kalz pale apo ndio tunakam kuona kambi mara ya kwanza imagine,mountains so tukaenda tukaingi ya kalz pale apo ndio tunakam kuona kambi mara ya kwanza imagine,sw-KE
sheng_clip_00402,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00040.wav,13.25,kwa ushago ya austria unapata building apo ikona flag ya kenya nini ei nilikua naangali zi witu na shindwa what ei ni karibu kilometre sijui elfu saba from my county na kuja kupata mahali watu manze,kwa ushago ya austria unapata building apo ikona flag ya kenya nini ei nilikua naangali zi witu na shindwa what ei ni karibu kilometre sijui elfu saba from my county na kuja kupata mahali watu manze,sw-KE
sheng_clip_00403,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00041.wav,13.43,kuna maflag za kenya zinapanda uko naskia harufu ya omena nikiingiya aa it was beautiful so tu ka ingiya pahale joh tu kapata maathletes wako pahale aa tukanice apo kusalimiana salimiana nini,kuna maflag za kenya zinapanda uko naskia harufu ya omena nikiingiya aa it was beautiful so tu ka ingiya pahale joh tu kapata maathletes wako pahale aa tukanice apo kusalimiana salimiana nini,sw-KE
sheng_clip_00404,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00042.wav,12.93,so hii camp kitu uhappening apart from the athletes ao professionals huwangaa wanaiopen up to other people wenye wanapenda mambo ya kukimbia so unaeza enda camp uko for a week uexperience maisha ya camping,so hii camp kitu uhappening apart from the athletes ao professionals huwangaa wanaiopen up to other people wenye wanapenda mambo ya kukimbia so unaeza enda camp uko for a week uexperience maisha ya camping,sw-KE
sheng_clip_00405,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00043.wav,12.32,so tukapata mpaka wazungu wengi uko wamekuja kuexperience to iyo life for a week wanaamka asubuhi wanaenda zoezi na athletes muna toka zoezi munaenda mastretching nini nini yani wana ishikama athletes for a whole week,so tukapata mpaka wazungu wengi uko wamekuja kuexperience to iyo life for a week wanaamka asubuhi wanaenda zoezi na athletes muna toka zoezi munaenda mastretching nini nini yani wana ishikama athletes for a whole week,sw-KE
sheng_clip_00406,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00044.wav,7.52,ni kitu bytha way mkapata nini mnezaifanya ata kama si uko austria ata hapa in naivasha tu mwingie tu nyinyi wenye manakimbiyanga kimbinyaga nini,ni kitu bytha way mkapata nini mnezaifanya ata kama si uko austria ata hapa in naivasha tu mwingie tu nyinyi wenye manakimbiyanga kimbinyaga nini,sw-KE
sheng_clip_00408,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00046.wav,7.88,niliamka ivi napata schedule inasema leo tunakimbia twenty kilometres kwa milima,niliamka ivi napata schedule inasema leo tunakimbia twenty kilometres kwa milima,sw-KE
sheng_clip_00410,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00048.wav,13.78,but eeeh kila mtu anakimbia pale baka mashosho walikuwa wamekuja kuvisit camp wanakimbiya so tukanza siku na breakfast yetu heavy apo lazima uweke carbs ya kutosha kwa mwili then off we went,but eeeh kila mtu anakimbia pale baka mashosho walikuwa wamekuja kuvisit camp wanakimbiya so tukanza siku na breakfast yetu heavy apo lazima uweke carbs ya kutosha kwa mwili then off we went,sw-KE
sheng_clip_00413,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00051.wav,10.39,ao walienda twenty na wagakuja wakanipita infact kuna shots apa wakitupita fiyuung fiyuung hei hei mazee ao watu sijui wanaoperator aje,ao walienda twenty na wagakuja wakanipita infact kuna shots apa wakitupita fiyuung fiyuung hei hei mazee ao watu sijui wanaoperator aje,sw-KE
sheng_clip_00414,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00052.wav,12.13,so tukapiga iyo run yetu ya 20 kilometres awa kapiga 20 mi nikapiga zile nilipiga then tukarudi pale mtaa ukisha toka manini kama izo lazima,so tukapiga iyo run yetu ya 20 kilometres awa kapiga 20 mi nikapiga zile nilipiga then tukarudi pale mtaa ukisha toka manini kama izo lazima,sw-KE
sheng_clip_00415,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00053.wav,11.55,ustretch stretch misuli kidogo otherwise utakua kwa taabu sanaa na wewe the following day so tukeingi afternoon pale mayoga nini nini e mnapiga mayoga apo aneeka mamusiki zingine apo,ustretch stretch misuli kidogo otherwise utakua kwa taabu sanaa na wewe the following day so tukeingi afternoon pale mayoga nini nini e mnapiga mayoga apo aneeka mamusiki zingine apo,sw-KE
sheng_clip_00416,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00054.wav,12.93,hakuna beats ni mavitu tu zinalia din din din din din eeeih mnastretch strech apo nini kayoga kakaingia fiti then after apo ikakua sasa ni ivyo jioni isha fika wacha watu waende wakaprepare dinner,hakuna beats ni mavitu tu zinalia din din din din din eeeih mnastretch strech apo nini kayoga kakaingia fiti then after apo ikakua sasa ni ivyo jioni isha fika wacha watu waende wakaprepare dinner,sw-KE
sheng_clip_00417,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00055.wav,13.37,watu wakule sasa waende wapumuzike again wale maathletes wetu kutoka kenya awa ni watu kuna a certain type of food wamezoea kukula ukienda uko anze kuwapatiya sijui cheese na sidwee,watu wakule sasa waende wapumuzike again wale maathletes wetu kutoka kenya awa ni watu kuna a certain type of food wamezoea kukula ukienda uko anze kuwapatiya sijui cheese na sidwee,sw-KE
sheng_clip_00418,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00056.wav,12.83,nivyo umeliza so hao majamaa hutokanga apo wamejihami unga ya ugali maomena sijui nini yani mboga za kienyeji wakonazo uko,nivyo umeliza so hao majamaa hutokanga apo wamejihami unga ya ugali maomena sijui nini yani mboga za kienyeji wakonazo uko,sw-KE
sheng_clip_00419,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00057.wav,11.63,so pale tunaingia tunapata eh nikunye spinning pale nikupika tu utuna pika masembe zetu apo nini nini kuomena kananini pale tunafanya mambo yetu eh then tunaenda tunadishi,so pale tunaingia tunapata eh nikunye spinning pale nikupika tu utuna pika masembe zetu apo nini nini kuomena kananini pale tunafanya mambo yetu eh then tunaenda tunadishi,sw-KE
sheng_clip_00420,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00058.wav,13.85,tukisha dishi si ni kuenda kutuliya sasa the following day tunapiga activities ingine so iyo siku ikaisha the following day tuka piga half day so siku ilianza na breakfast kama kawaida,tukisha dishi si ni kuenda kutuliya sasa the following day tunapiga activities ingine so iyo siku ikaisha the following day tuka piga half day so siku ilianza na breakfast kama kawaida,sw-KE
sheng_clip_00422,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00060.wav,10.15,na kunakuwaga na race bigia apo inaitwa clznal race inakuwanga hatari so awa maboy wetulazima kwanza wangebriefiwa ju ya iyo upcoming race which is 2 days from hii siku,na kunakuwaga na race bigia apo inaitwa clznal race inakuwanga hatari so awa maboy wetulazima kwanza wangebriefiwa ju ya iyo upcoming race which is 2 days from hii siku,sw-KE
sheng_clip_00423,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00061.wav,12.55,eee so wakaongeleshwa ongeleshwa apo na thomas apoyuyu ndio anakuanga bosi pale na elewa hii mambo ya mbio mbaya then after apo tukaingia zoezi tena mina kumbi uko zoezi nidaily,eee so wakaongeleshwa ongeleshwa apo na thomas apoyuyu ndio anakuanga bosi pale na elewa hii mambo ya mbio mbaya then after apo tukaingia zoezi tena mina kumbi uko zoezi nidaily,sw-KE
sheng_clip_00425,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00063.wav,11.89,unasprint so ii inakunini endurance na speed so vile hizi milima ziko wamepiga mazigzag kwa izo milima zigzag,unasprint so ii inakunini endurance na speed so vile hizi milima ziko wamepiga mazigzag kwa izo milima zigzag,sw-KE
sheng_clip_00426,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00064.wav,12.81,unatoka mbiyo juu wuuuaaah full speed then ii ingine una shuka ukirelax polepole polepole polepole then rrrrrrrrrrrrrrrrrrrrrrrrrrrr then unashuka polepole alafu anakuambia,unatoka mbiyo juu wuuuaaah full speed then ii ingine una shuka ukirelax polepole polepole polepole then rrrrrrrrrrrrrrrrrrrrrrrrrrrr then unashuka polepole alafu anakuambia,sw-KE
sheng_clip_00427,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00065.wav,11.24,kupiga izo 1 2 3 iyo ni 1 round unafaa upige as many rounds as possible in 10 minutes,kupiga izo 1 2 3 iyo ni 1 round unafaa upige as many rounds as possible in 10 minutes,sw-KE
sheng_clip_00428,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00066.wav,6.77,nikikwambia ivyo inakaa kitu rahisi aaah si ni ten minutes too,nikikwambia ivyo inakaa kitu rahisi aaah si ni ten minutes too,sw-KE
sheng_clip_00430,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00068.wav,12.53,anyway tukapiga hill work yetu tukamaliza ikakuwa sasa idhai imefika kila mtu aende akule shower kama mtu aneza umauma kitua aume tunaingi kwa magari sasa tunataka kutoka iyo austria tupige safari,anyway tukapiga hill work yetu tukamaliza ikakuwa sasa idhai imefika kila mtu aende akule shower kama mtu aneza umauma kitua aume tunaingi kwa magari sasa tunataka kutoka iyo austria tupige safari,sw-KE
sheng_clip_00431,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00069.wav,13.85,ya 10 hours by road kurudi wapi switzerland mahali panaitwa siat so tukaingia kwa magari mtu wangu sasa nikukata barabara toka iyo village ya kalz pita out through lienz,ya 10 hours by road kurudi wapi switzerland mahali panaitwa siat so tukaingia kwa magari mtu wangu sasa nikukata barabara toka iyo village ya kalz pita out through lienz,sw-KE
sheng_clip_00432,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00070.wav,13.02,eenda fika kwa border ya austria na italy achana na austria ingia italy piga masa kibawa apo enda mpaka ili city yao inaitwa milan pita milan enda,eenda fika kwa border ya austria na italy achana na austria ingia italy piga masa kibawa apo enda mpaka ili city yao inaitwa milan pita milan enda,sw-KE
sheng_clip_00433,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00071.wav,11.47,malizana na italy uko karibu na kuna lake yao flani inaitwa something maggiore nimesahau ukisha pita kidogo sasa una malizana na italy unaingia switzerland,malizana na italy uko karibu na kuna lake yao flani inaitwa something maggiore nimesahau ukisha pita kidogo sasa una malizana na italy unaingia switzerland,sw-KE
sheng_clip_00436,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00074.wav,13.2,mpaka kwa barabara on our way to zinal manze pichia yake ikokwa barabara u ni mkenya tu flani wa apa nyamira yani yeye alipata tu akona talent ya mbio akaanza kukimbia sai europe ndio ao wanamtii eeeh,mpaka kwa barabara on our way to zinal manze pichia yake ikokwa barabara u ni mkenya tu flani wa apa nyamira yani yeye alipata tu akona talent ya mbio akaanza kukimbia sai europe ndio ao wanamtii eeeh,sw-KE
sheng_clip_00437,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00075.wav,13.8,enyewe manze yani so tukaenda tukafika zinal yo by the time tunafika ilikuwa ni thursday usiku friday ilikuwa na activities eee so lazima watu wangerest nini nini tuwa friday tuamkie activities,enyewe manze yani so tukaenda tukafika zinal yo by the time tunafika ilikuwa ni thursday usiku friday ilikuwa na activities eee so lazima watu wangerest nini nini tuwa friday tuamkie activities,sw-KE
sheng_clip_00438,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00076.wav,13.68,so friday after breakfast activity at kwanzaa ilikuwa ni kainterview awa wasaa wanapigangwa mainterviews nini before race unafeel aje ukona plans gani eeeh,so friday after breakfast activity at kwanzaa ilikuwa ni kainterview awa wasaa wanapigangwa mainterviews nini before race unafeel aje ukona plans gani eeeh,sw-KE
sheng_clip_00440,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00078.wav,8.34,so iyo kitu sai wolrd inataka kuikalia deadly so before every rest lazima kukue na seminar ya anti-doping na randomly,so iyo kitu sai wolrd inataka kuikalia deadly so before every rest lazima kukue na seminar ya anti-doping na randomly,sw-KE
sheng_clip_00441,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00079.wav,12.0,kunatu maofisa wa anti-doping wanatokeaga randomly mnachukuliwa tu nyi atheletes kujeni kujeni apa nyinyi wenye mnakimbia kuja kujeni ende susu faster wanaokota samples inaenda inapimwa randomly,kunatu maofisa wa anti-doping wanatokeaga randomly mnachukuliwa tu nyi atheletes kujeni kujeni apa nyinyi wenye mnakimbia kuja kujeni ende susu faster wanaokota samples inaenda inapimwa randomly,sw-KE
sheng_clip_00442,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00080.wav,12.76,eeeeh ndiyo watry kacab hii stori ya nini so anyway athlete wetu akapiga seminar yao ya anti-doping vifiti then wakatoka after anti-doping kulikua na watoi wamekam kuona mastar,eeeeh ndiyo watry kacab hii stori ya nini so anyway athlete wetu akapiga seminar yao ya anti-doping vifiti then wakatoka after anti-doping kulikua na watoi wamekam kuona mastar,sw-KE
sheng_clip_00443,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00081.wav,8.52,watotu wazungu wametoka makwao wameletwu na wazazi wakuje waone mastar philemon patrick,watotu wazungu wametoka makwao wameletwu na wazazi wakuje waone mastar philemon patrick,sw-KE
sheng_clip_00444,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00082.wav,10.58,eh saoli ao wasee wote makenyans wa run together nimastar uko watoi wanakam mazee eeei wanaitisha maautographs uko nini akina philemon wakaamua wakupiga nao picha,eh saoli ao wasee wote makenyans wa run together nimastar uko watoi wanakam mazee eeei wanaitisha maautographs uko nini akina philemon wakaamua wakupiga nao picha,sw-KE
sheng_clip_00445,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00083.wav,12.18,zoezi zoezi mbiyo mbiyo kiasi apo unaona vile watoi wamefurai jo wanaskia fiti nashindwa mazee kwani tuko dunia gani walai awa wasaa ni wa awa wasaa ni hatari,zoezi zoezi mbiyo mbiyo kiasi apo unaona vile watoi wamefurai jo wanaskia fiti nashindwa mazee kwani tuko dunia gani walai awa wasaa ni wa awa wasaa ni hatari,sw-KE
sheng_clip_00446,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00084.wav,13.47,yani uazia yata piga story dek kambili na filemon asha rufi zbwibutu hey filemon can i have a photograph ile maisha naisingia pa kenyan diyo filemon na naisi europe hey weh,yani uazia yata piga story dek kambili na filemon asha rufi zbwibutu hey filemon can i have a photograph ile maisha naisingia pa kenyan diyo filemon na naisi europe hey weh,sw-KE
sheng_clip_00447,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00085.wav,13.6,enimi wakafanya mambo na watoto watoto wakaskia fiti dey ni kakwa sasa tu nanda the next order of business amba ili kuwa the official unveiling of the athletes palesiaire city na kuhu patiwa ni ni they are big numbers,enimi wakafanya mambo na watoto watoto wakaskia fiti dey ni kakwa sasa tu nanda the next order of business amba ili kuwa the official unveiling of the athletes palesiaire city na kuhu patiwa ni ni they are big numbers,sw-KE
sheng_clip_00448,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00086.wav,12.1,iyo nihafla wana enda ta'o uko kwa ta'o yi mefungwa street wama set up stage uko athletes wana ituobana wana kuja kila mtuna bendera kipeperusha,iyo nihafla wana enda ta'o uko kwa ta'o yi mefungwa street wama set up stage uko athletes wana ituobana wana kuja kila mtuna bendera kipeperusha,sw-KE
sheng_clip_00449,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00087.wav,12.17,ana nda palikwa stage maze utawina piga nuru ko deadly denu na patiwa nambayako bib nambayako ya kukimbi ya kesho eyi mili kwa na unaiki tukamuvi walae eyi itu na nili gudu better,ana nda palikwa stage maze utawina piga nuru ko deadly denu na patiwa nambayako bib nambayako ya kukimbi ya kesho eyi mili kwa na unaiki tukamuvi walae eyi itu na nili gudu better,sw-KE
sheng_clip_00450,/home/ray/Desktop/mkuru/dataset/segmented/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk/gn3q-QJO2cw_Kenya_s_Super_Athletes____Mk_00088.wav,12.57,ah we need to do better at what you think ya wa tukama master na wa seni master eh we imagine when you talk globally globerly na tu na pite na tu na ekwa streetapa ya ni yata atushuguli kiaapa,ah we need to do better at what you think ya wa tukama master na wa seni master eh we imagine when you talk globally globerly na tu na pite na tu na ekwa streetapa ya ni yata atushuguli kiaapa,sw-KE
